"Domaine","Support","Année","Nauteurs","Titre"
"Linguistique", "ART", "2001", "2", "Evolution des marqueurs de topicalisation"
"Lettres", "COMM", "2007", "1", "Les Bretagnes de La Villemarqué."
"Informatique", "COMM", "2011", "4", "Lidar modulé en hyperfréquence pour la détection de cibles en milieu marin"
"Informatique", "COMM", "2005", "1", "Chiffrer une base de données en préservant les performances"
"Informatique", "COMM", "2007", "4", "Sélection de singularités locales par stimulation de carte GHSOM"
"Informatique", "COMM", "2013", "8", "Asymmetry of the Superior Temporal Sulcus: a Robust Human Landmark"
"Informatique", "COMM", "2012", "1", "Shape of A Voxel Elevation Surface, Boundary Extraction and Simplification"
"Informatique", "COMM", "2007", "1", "Garantir la qualité de service temps réel : ordonnancement et gestion de files d'attente"
"Informatique", "COMM", "2010", "5", "Bien cube, les données textuelles peuvent s'agréger !"
"Linguistique", "COMM", "2008", "5", "Comportements laryngés en voix chuchotée, étude en camera ultra rapide"
"Linguistique", "COMM", "2011", "5", "Echelles fonctionnelles et d'auto-évaluation de la dysphagie"
"Linguistique", "COUV", "2013", "1", "Reprise et détournement d'un stéréotype linguistique : les enjeux coloniaux et postcoloniaux de l'usage du  petit nègre  dans la littérature africaine"
"Lettres", "COUV", "1998", "1", "Tolkien et le Moyen-Age, ou l'arbre et la feuille"
"Informatique", "COMM", "2015", "3", "De l'importance de l'homogénéisation des conventions de transcription pour l'alignement automatique de corpus oraux de parole spontanée"
"Lettres", "COUV", "2003", "1", "Mais dans les beaux livres, tous les contresens qu'on fait sont beaux"
"Informatique", "COMM", "2007", "6", "Améliorer un dispositif pédagogique par l'intégration de nouveaux canaux de communication"
"Informatique", "COMM", "2008", "3", "Aide à l'accessibilité des non voyants aux partitions musicales"
"Informatique", "ART", "2001", "2", "Analyser l'usage didactique d'un EIAH en mathématiques : une tâche nécessairement complexe"
"Lettres", "COUV", "2008", "1", "Le Capitaine Fracasse, un roman historique sans Histoire ?"
"Lettres", "COMM", "2004", "1", "Les paysages de Sicile décrits par les voyageurs français et britanniques aux XVIe et XVIIe siècle"
"Informatique", "COMM", "2011", "2", "Port-Cros et le sanctuaire PELAGOS"
"Linguistique", "COUV", "2010", "1", "Séquelles articulatoires des laryngectomies partielles"
"Linguistique", "COMM", "2014", "1", "Manières de voyager à travers les langues: récit de voyage scientifique et traduction"
"Linguistique", "COUV", "2002", "2", "ETIQUETAGE d'un CORPUS HETEROGENE de FRANÇAIS MEDIEVAL: ENJEUX et MODALITES"
"Linguistique", "COMM", "2013", "4", "Constitution et annotation syntaxique d'un corpus parallèle français-serbe-anglais"
"Linguistique", "COMM", "2016", "2", "Contribution à l’étude de la quantification de la durée entre le XVIe s. et le XXe s."
"Linguistique", "COMM", "2011", "1", "La manière au-delà de la syntaxe"
"Lettres", "ART", "2011", "1", "Nos plus belles idées sont comme des airs de musique : musique, mortalité et pensée (Proust, Broch)"
"Lettres", "COMM", "2004", "1", "La guerre et la réflexion sur l'événement dans U.S.A., Les Somnambules et A la Recherche du temps perdu"
"Informatique", "COMM", "2016", "1", "Commande des machines électriques : Etat de l'art et perspectives"
"Informatique", "COMM", "2016", "2", "The use of Building Integrated Photovoltaics (BIPV) in the building Envelope"
"Lettres", "COUV", "2013", "1", "Soldat"
"Informatique", "COMM", "2014", "5", "Characterization of the indecisiveness class of the customer through a hierarchical representation of his path in the selling area"
"Informatique", "COMM", "2011", "1", "Filtrage des Entités Nommées par des méthodes de Fouille de Textes"
"Informatique", "COMM", "2012", "1", "Modélisation géométrique dórganes pelviens par une approche continue et discrète"
"Informatique", "COMM", "2012", "4", "Observateur à entrées inconnues pour le diagnostic"
"Informatique", "COMM", "2012", "3", "9èmes Journées des Doctorants du LSIS"
"Informatique", "COMM", "2011", "1", "Systèmes multi-agents : concepts, méthodes et techniques."
"Linguistique", "COMM", "2013", "1", "Un exemple de langue de spécialité en espagnol : la langue du droit."
"Linguistique", "COMM", "2011", "1", "De l’utilisation pédagogique et interculturelle de la poésie arabe"
"Lettres", "COUV", "2017", "1", "Archéologie du rude : les enjeux esthétiques et éthiques de la critique d'Homère par Scaliger"
"Informatique", "COMM", "2016", "4", "Étude de terrain sur l'utilisation des pavés tactiles"
"Lettres", "ART", "2016", "1", "Bivouac et casuistique amoureuse : la parodie des débats dans quelques romans arthuriens en prose"
"Informatique", "ART", "2015", "1", "Esprit in silico : les vains espoirs de l’immortalité"
"Informatique", "COMM", "2014", "1", "Model-based cluster and discriminant analysis for functional data"
"Lettres", "COUV", "2010", "1", "Quelle forme donner au roman ? Du rapport de fait au Zeitgeist : Proust, Broch et Dos Passos"
"Linguistique", "COMM", "2014", "2", "Les noms d'idéalités dénotant des oeuvres d'art plastique"
"Linguistique", "COUV", "2005", "1", "L'institution du nom de Langue française, au XVIIe et XVIIIe siècle"
"Linguistique", "COUV", "2005", "1", "La langue politique : des notions-concepts en usage"
"Lettres", "COMM", "2013", "1", "Lorsqu’un écrivain choisit la langue du colonisateur"
"Linguistique", "COMM", "2017", "6", "Presto, un corpus diachronique pour le français des XVIe-XXe siècles"
"Informatique", "COMM", "2017", "1", "Sensorless Speed Control Strategies of PMSM Drives: Overview and Trends"
"Informatique", "COMM", "2016", "1", "Ecoacoustique, la nature sur écoute"
"Informatique", "COMM", "2015", "1", "Information Extraction and Retrieval for Digital Libraries - Analysis of Bibliographic References and Sentiment Analysis for Book Recommendation"
"Informatique", "COMM", "2007", "4", "Introduction de nouvelles représentations dans le micromonde Aplusix Représentations sous forme mixte Naturelle & Arbre et sous forme graphique d'expressions algébriques"
"Informatique", "COMM", "2011", "2", "Generators and Power Electronics for Wind Energy"
"Lettres", "ART", "2013", "1", "« Vagabondage » [sur le romantisme français et allemand]"
"Informatique", "COMM", "2007", "2", "Pour une meilleure intégration de l'utilisateur dans le processus de conception et d'évaluation des outils TELOS"
"Linguistique", "COMM", "2005", "1", "Il n'est pas de renaissance nationale sans renaissance linguistique : 1925, la création de Gwalarn."
"Lettres", "COUV", "2008", "1", "Profession : romancier populaire"
"Lettres", "ART", "2004", "1", "Compte rendu de : Courances, sous la direction de Valentine de Ganay et Laurent Le Bon, Paris, Flammarion, 2003."
"Lettres", "ART", "2013", "1", "« La feuille bulozienne »"
"Lettres", "ART", "2014", "1", "« Panthéisme de Flaubert » (projet franco-allemand Flim)"
"Lettres", "COUV", "2013", "1", "« Le réalisme pense la démocratie »"
"Lettres", "ART", "2012", "1", "« L’instant indifférent »"
"Informatique", "COMM", "2014", "3", "Favoriser les interactions entre enseignants d’une Communauté de Pratique via des dispositifs mobiles : Expérience dans une FST au Maroc"
"Informatique", "COMM", "2007", "3", "Quelle est la nature des expériences vécues par les étudiants en Travaux Pratiques : analyse de discours d'enseignants"
"Lettres", "COUV", "2012", "1", "« La science des religions n’aura pas lieu »"
"Lettres", "COUV", "2013", "1", "La baraque romanesque de Michel Tournier. Etude de quelques procédés de schématisation dans le prologue de Vendredi ou les limbes du Pacifique"
"Informatique", "ART", "2002", "1", "Pour une ingénierie des Environnements Informatiques pour l'Apprentissage Humain"
"Lettres", "COMM", "2000", "1", "Mots voilés pour jeux interdits : du jeu sur les mots dans Divan del Tamarit de Lorca"
"Lettres", "ART", "2011", "1", "Le pronom relatif qui et ses emplois dans le Quart Livre"
"Linguistique", "COMM", "2006", "1", "L'affaire Armstrong"
"Lettres", "ART", "2011", "1", "La proposition relative en séquence narrative dans le Quart Livre"
"Lettres", "COUV", "2016", "1", "« L'artifice des fables : statut polysémique de l'allégorie dans la tradition mythographique du Moyen âge et de la Renaissance »"
"Linguistique", "COUV", "2013", "2", "Manifestations morphologiques de la relation d'attachement habituel"
"Lettres", "COUV", "2016", "1", "« La question de l’éducation dans la littérature politique corse du XVIIIe siècle »"
"Lettres", "COUV", "2015", "1", "Non Serviam. Le Soleil, le Moloch et le Fétiche"
"Lettres", "COMM", "2010", "1", "Quand y a-t-il oeuvre néo-médiévale ? Lire Proust en médiévaliste"
"Lettres", "COUV", "2010", "1", "LEOPARDI : PÈRES ET PATRIARCHES"
"Lettres", "COUV", "2010", "1", "FILIATION ET IDENTITÉ DANS QUELQUES ROMANS DE PAOLO MAURENSIG"
"Informatique", "COMM", "2010", "3", "Le Modèle de l'enseignant d'un Atelier de Génie Pédagogique pour la conception de dispositif pédagogique"
"Linguistique", "COMM", "2015", "1", "Fondements et perspectives d’une méthode d’analyse (sub-)lexicale incarnée : la “Théorie de la Saillance Submorphologique” (TSS)"
"Informatique", "COMM", "2009", "3", "Permettre des activités déconnectées grâce à une clé USB"
"Lettres", "ART", "2016", "1", "Journaliste dans la guerre civile algérienne : Une profession intellectuelle entre littérature et politique"
"Linguistique", "COMM", "2014", "1", "Hypotheses fingo. Récits, scenarii et résistance au phénoménisme dans les sciences du langage"
"Lettres", "COUV", "2013", "1", "L'âne"
"Informatique", "COMM", "1992", "1", "Les Optimiseurs de Requêtes Extensibles : Etat de l'Art"
"Lettres", "ART", "2011", "1", "L'ambition d'un dialogue total chez les romanciers de la Renaissance"
"Lettres", "ART", "2004", "1", "Les sens littéraires de roman en français préclassique"
"Lettres", "ART", "2003", "1", "Les 'raisons de la moquerie' de Démocrite selon Jacques Tahureau"
"Lettres", "COMM", "2004", "1", "Le cœur dans la tradition augustinienne"
"Informatique", "COMM", "2017", "3", "Construction du référentiel taxonomique commun TAXREF, socle pour la connaissance et l'échange de données"
"Lettres", "COMM", "2005", "1", "Le récit et ses formes : les tâtonnements de la terminologie narrative du XVIe siècle"
"Informatique", "ART", "2004", "2", "Verrous technologiques et méthodologiques liés à la conception de SIRS pour les agro systèmes communicants ."
"Lettres", "ART", "2011", "1", "Comment finir : la mélancolie de Jean-Philippe Toussaint"
"Lettres", "ART", "2008", "1", "Aspects de la phrase narrative en prose au XVIe siècle. Organisation syntaxique et progression informationnelle"
"Lettres", "ART", "1999", "1", "L’injure et la voix dans le théâtre de Shakespeare"
"Informatique", "COMM", "2010", "2", "Compression sans perte et presque sans perte d'images médicales à l'aide d'un prédicteur hiérarchique orienté et adaptatif"
"Lettres", "ART", "2006", "1", "La polyphonie dans le roman haïtien contemporain : regards croisés, dédoublés, occultés"
"Lettres", "ART", "2012", "1", "Quelle voix de fin silence ? La fin de The Dead de James Joyce et son adaptation au cinéma"
"Lettres", "ART", "2008", "1", "La situation théorique du roman en France et en Italie à la Renaissance"
"Lettres", "ART", "2006", "1", "Les Angoysses douloureuses d'Hélisenne de Crenne : un anti-roman sérieux"
"Informatique", "COMM", "2003", "3", "Conception et réalisation de ressources pédagogiques vivantes : des ressources intégrant les TICE en mathématiques"
"Linguistique", "COUV", "2013", "1", "Communauté monastique chrétienne en Transjordanie méridionale : l’église de Kilwa"
"Informatique", "COMM", "2014", "2", "Vitesse de convergence et borne d'erreur pour l'algorithme LSTD($lambda$)"
"Informatique", "COMM", "2006", "1", "Remédiation, Simulation, Argumentation : Analyse de productions d'élèves en électricité"
"Lettres", "ART", "2014", "1", "Les Plaisirs et les Jours entre nouvelle classique et nouvelle moderne"
"Informatique", "COUV", "1998", "2", "Évaluer l'utilisation d'hypermédias : intérêts et limites des variables de performance"
"Lettres", "COMM", "2009", "1", "Les clichés du discours anti-matrimonial vers 1540. Reprise et détournement de syntagmes figés"
"Informatique", "COMM", "2008", "4", "Utilisation des Systèmes d'Inférence Floue pour la reconnaissance des gestes"
"Lettres", "COMM", "2011", "1", "Paradoxes de l'image dans Césarée et L'Homme atlantique de Marguerite Duras"
"Lettres", "COMM", "2008", "1", "Baldus et consorts : brouillage des frontières de la norme et de la marginalité chez Folengo"
"Lettres", "ART", "2014", "1", "« Chronique isidorienne III (2012-2013) »"
"Linguistique", "ART", "2016", "2", "Didactique de l’étymologie : un exemple de relations entre entre recherche fondamentale et recherche-action"
"Linguistique", "COUV", "2010", "1", "Stylistique et séries télévisées : vers une sémiostylistique de l'écran"
"Informatique", "COMM", "2016", "4", "MenuErgo: Conception assistée de menus par évaluation automatique de règles ergonomiques"
"Informatique", "ART", "1992", "1", "Exigences épistémologiques des recherches en EIAO"
"Informatique", "COMM", "2009", "3", "Reconstruction Implicite de Surfaces 3D à partir de Régions 2D dans des Plans Parallèles"
"Lettres", "ART", "2012", "1", "« Chronique isidorienne II (2010-2011) »"
"Informatique", "ART", "2013", "2", "Conception rapide d'aides techniques pour personnes tétraplégiques"
"Lettres", "COMM", "2011", "1", "La “Briefve doctrine” et les enjeux culturels de l’orthotypographie : Tory et les autres"
"Informatique", "COMM", "2003", "1", "Projet EPICEA: Évaluation de Processus Interactif de Capitalisation d’Épisodes d’Apprentissage: application à l’assistance à l’apprentissage en enseignement à distance."
"Lettres", "COMM", "2007", "1", "L'héroïsme guerrier dans les cinq Livres : la fiction rabelaisienne au défi des genres"
"Lettres", "COMM", "2005", "1", "Les 'Propos rompu[s]' d'Alector de B. Aneau : poétique et esthétique de la fragmentation"
"Lettres", "COMM", "2005", "1", "L'investigation herméneutique. Le cas de romans de la Renaissance"
"Lettres", "COMM", "2002", "1", "Le roman humaniste : un genre indéfini ou composite ?"
"Informatique", "COUV", "1995", "1", "Modèles connexionnistes de la mémoire"
"Informatique", "COMM", "2007", "3", "Etude de la cocoteraie de Tikehau sur des images Ikonos"
"Informatique", "COMM", "2015", "3", "Optimisation d'un système d'autopartage avec contraintes de relocalisation de véhicules"
"Informatique", "COMM", "2014", "4", "Biométrie à usage unique pour la monétique"
"Informatique", "COMM", "1996", "2", "Explication et préceptorat, à propos d'une étude de cas dans TéléCabri"
"Linguistique", "COMM", "2016", "1", "Dialogue autour de en et de dans : apports d’une perspective diachronique"
"Lettres", "COUV", "2011", "1", "Haïti au prisme de ses migrations, entre littérature et cinéma"
"Informatique", "ART", "2007", "3", "Conception d'une aide technique complexe et innovante ;application au projet ARPH"
"Informatique", "COMM", "2006", "4", "ARPH: Comparaison d'une méthode classique et d'une méthode utilisant la coopération homme-machine pour exploiter la redondance de l'assistant robotisé"
"Informatique", "COMM", "2005", "2", "Conception bio-mimetique d'un système de téléopération dans l'optique d'une coopération Homme-Machine"
"Informatique", "COMM", "2014", "2", "Les pratiques de GRH durable en PME"
"Lettres", "COMM", "2009", "1", "Figures d'écrivains (caribéens), (auto)fictions d'auteurs (haïtiens)"
"Lettres", "COMM", "2009", "1", "Fictions d'auteurs et scénographie postcoloniale"
"Informatique", "COMM", "2014", "2", "Tatouage d'images avec des données biométriques révocables pour la preuve de propriété"
"Informatique", "COMM", "2008", "3", "Création d'un Retour d'Effort Adaptable, pour un Nouveau Dispositif de Freinage par le Volant"
"Informatique", "COMM", "2007", "3", "Freinage Automobile par le Volant, pour Personnes Paraplégiques"
"Lettres", "COMM", "2008", "1", "Pierre de Provence revisité : un roman de chevalerie à succès à la Renaissance"
"Linguistique", "COMM", "2008", "1", "Une variante contextuelle du discours rapporté avec mention : le discours convoqué dans le journal et l'enquête radiophoniques"
"Linguistique", "ART", "2008", "1", "Se-ki en créole mauricien"
"Lettres", "ART", "2011", "1", " Formule, surface et profondeur dans Sir Thopas et The Tale of Melibee, communication présentée au colloque La formule en littérature médiévale organisé par le groupe de recherches GRENDEL de l'Université de Nancy, 13-14 juin 2008, La Formule dans la civilisation de l'Angleterre médiévale, Nancy : Presses Universitaires de Nancy, 2011, 189-206."
"Linguistique", "ART", "2007", "1", "Affinités et discordances stylistiques entre Les Désordres de l'amour et La Princesse de Clèves : indices et enjeux d'une réécriture"
"Informatique", "COMM", "2007", "1", "Interaction Homme-Robot dans le cadre de la personne handicapée ou dépendante"
"Lettres", "COMM", "2010", "1", "Globalisation et histoire immédiate dans The Unyielding clamour of the night de Neil Bissoondath, Les belles ténébreuses de Maryse Condé et Les Cloches de La Brésilienne de Gary Victor"
"Lettres", "COMM", "2010", "1", "Politique-fiction et littérature-monde dans Aux États-Unis d'Afrique d'Abdourahman A. Waberi (2006) et dans Continental Drift de Russell Banks (1985)"
"Lettres", "COMM", "2006", "1", "La prédestination, querelle de mots ou querelle de choses ?"
"Informatique", "COMM", "2013", "7", "Annotation en relations anaphoriques d'un corpus de discours oral spontané en français"
"Informatique", "COMM", "2014", "2", "Vers une coordination d'équipes de secours lors de situations de crise : un algorithme ACO prometteur"
"Lettres", "COUV", "2014", "1", "Jean-Loup Trassard, une ‘déménagerie’ avec les Cahiers du Chemin"
"Informatique", "COMM", "2013", "2", "Amélioration de la qualité des résultats des classifieurs par la métrique de maximisation d'étiquetage"
"Informatique", "ART", "2005", "2", "COW, une plate-forme de support d'exécution de scénarios pédagogiques."
"Informatique", "COMM", "2007", "4", "EDOLA : Une nouvelle methode d'alignement d'ontologies OWL-Lite"
"Lettres", "COMM", "2014", "1", "La revue Algérie Littérature Action: Accumulations et reconversions de capitaux entre l’Algérie et la France pendant la décennie noire"
"Informatique", "ART", "2005", "2", "ODP-RM : Un cadre de réingénierie des systèmes de formation"
"Linguistique", "COMM", "2013", "1", "« L’éclairage des banques textuelles pour le traitement lexicographique de présentement », dans Dostie, Gaétane / Hadermann, Pascale (edd.). La dia-variation en français actuel. Études sur corpus, approches croisées et ouvrages de référence, Frankfurt, Peter Lang"
"Lettres", "COUV", "2016", "1", "La chanson d’auteur espagnole : culture ou contre-culture ? Luttes et revendications sur le chemin de la liberté (de la fin du franquisme à nos jours)"
"Informatique", "COUV", "2014", "1", "Modélisation et simulation adaptatives pour les nanosciences"
"Informatique", "COMM", "2004", "3", "Architecture d'un environnement d'aide à l'apprentissage de la chirurgie orthopédique"
"Lettres", "COMM", "2002", "1", "Le symbolisme du feu dans le sonnet amoureux baroque et maniériste"
"Linguistique", "COUV", "2017", "2", "La prononciation des apprenants de FLE et la phonétique expérimentale"
"Linguistique", "COMM", "2008", "1", "Du parfait simple espagnol au plus-que-parfait français : versions d'un malentendu"
"Informatique", "ART", "2005", "4", "Informaticiens et didacticiens peuvent-ils travailler ensemble ?"
"Lettres", "ART", "2007", "1", "Le miel et le fiel : des excès de bouche dans Timon of Athens"
"Lettres", "ART", "2009", "1", "Littératures caribéennes : écrire le présent dans les marges de la contre-histoire"
"Lettres", "COMM", "2005", "1", "Erec et Enide, de Montalbán à Chrétien de Troyes"
"Informatique", "COMM", "2017", "1", "La veille numérique collaborative au service de l’apprentissage hybride : co-construction et auto-gestion d’un cours par des étudiants de licence"
"Informatique", "COMM", "2017", "1", "La co-production de contenu par le numérique pour optimiser et renforcer l’apprentissage hybride : retour d’expériences de pédagogie co-active"
"Informatique", "COMM", "2017", "1", "La pédagogie par projet influencée par les espaces d’apprentissage : le rôle de l’enseignant et de l’apprenant au cœur d’un dispositif hybride"
"Informatique", "COMM", "2007", "4", "Modélisation floue basée sur le formalisme DEVS et sur la méthode des fronts"
"Lettres", "COMM", "2010", "1", "Périphrase et référence mythologique dans le récit amoureux de la Renaissance"
"Lettres", "COMM", "2005", "1", "La chronologie des événements et son organisation syntaxique dans quelques romans de la Renaissance"
"Informatique", "ART", "2010", "3", "Acquisition de connaissances lexicales à partir de corpus : la sous-catégorisation verbale en français"
"Informatique", "ART", "2001", "1", "Les logiciels d'apprentissage : panoplie ou éventail ?"
"Linguistique", "COMM", "2005", "1", "L'opposition aspectuelle global vs sécant marginalisée par les traductions de l'espagnol au français"
"Lettres", "COUV", "2010", "1", "L'espace autobiographique caribéen francophone : réflexions et réfractions d'un être-au-monde"
"Lettres", "ART", "2007", "1", "La question de la poésie à Madagascar"
"Lettres", "COMM", "2010", "1", "La Poésie d'Aimé Césaire : (re)fondation de l'histoire et traversée générique"
"Lettres", "ART", "2011", "2", "L'édition vénitienne d'Urbano et sa traduction vers 1533 : la construction d'un Boccace lyonnais"
"Lettres", "ART", "2012", "1", "La relation dans le poème-Sacré : quand l’érotique et le politique s’emmêlent"
"Informatique", "COMM", "2017", "1", "Exploration Visuelle de Données Spatio-Temporelles Brutes"
"Lettres", "COUV", "2011", "1", "Le duel : un emprunt inavoué de Rousseau à Castel de Saint-Pierre. Le Mémoire...contre le duel de Castel et son Addition, sources de la digression sur le duel dans la Lettre à d'Alembert sur les spectacles de J.-J. Rousseau"
"Lettres", "ART", "2010", "1", "Mémoire occultée, mémoire littéraire : le roman haïtien en puzzle dans La Brûlerie d'Émile Ollivier et dans The Dew Breaker d'Edwidge Danticat"
"Lettres", "COMM", "2009", "1", "Mémoire archipélique de la littérature et être-au-monde caribéen"
"Informatique", "ART", "2009", "3", "Modèle générateur d'évolutions géologiques par animation basée sur la topologie"
"Lettres", "COMM", "2008", "1", "L'autorité de l'auteur invisible (Broch, Dos Passos)"
"Lettres", "COMM", "2008", "1", "Medievalism et cultural studies : enjeux et impensés d'une proximité revendiquée"
"Lettres", "COMM", "2008", "1", "Combattre le mensonge : l'essayiste engagé et les biographies de USA (J. Dos Passos)"
"Lettres", "COMM", "2014", "1", "L'artiste face à l'urbaniste: de l'instrumentalisation à la collaboration"
"Informatique", "COMM", "2010", "3", "TaxoMap Framework appliqué à l'alignement d'ontologies géographiques dans le projet GéOnto"
"Informatique", "COMM", "2015", "3", "A Probabilistic Analysis of Predictability in Discrete Event Systems"
"Informatique", "COMM", "2014", "19", "Asymmetric depth of the superior temporal sulcus: A widely stable landmark in the human brain"
"Informatique", "COMM", "2009", "2", "Une boîte a outils pour développer et utiliser les grammaires de prégroupe"
"Lettres", "COUV", "2013", "1", "Les citations bibliques et patristiques dans le premier livre de l’Ovide moralisé en prose (ms. Vatican, Reg. Lat. 1686)"
"Informatique", "COMM", "2014", "4", "Sulcal pits extraction: reliability and filtering parameter setting"
"Informatique", "COMM", "2007", "1", "Protection matérielle de bases de données"
"Linguistique", "COUV", "2014", "1", "La relation mobilité/récit de soi en contexte subsaharien. Réflexion à partir de récits oraux recueillis au Mali"
"Informatique", "COMM", "2014", "3", "Hidden Tractable Classes"
"Informatique", "COMM", "2013", "3", "Démarche de conception de systèmes de production et d'évaluation de leurs performances : une approche par simulation"
"Lettres", "COUV", "2009", "1", "Vivre dans l'enfance ou être de son temps : disparition et affirmation des lois dans USA et Die Schlafwandler"
"Lettres", "COUV", "2017", "1", "Destruction et reconstruction d’une communauté : l’exemple de Un mensaje de Rosa de Quince Duncan"
"Lettres", "ART", "2008", "1", "Le modèle cartographique dans l'oeuvre d'Emmanuel Hocquard"
"Lettres", "COUV", "2012", "1", "La permanence indestructible des formes d'art, ou la consolation de la littérature chez Proust, Broch et Dos Passos"
"Linguistique", "ART", "2010", "1", "Distribution des tours dans les interactions médiatisées par ordinateur"
"Linguistique", "ART", "2010", "3", "L'apport d'exercices en voix chantée pour la correction phonétique en langue étrangère: le cas du français langue étrangère appliqué à des apprenants italiens d'âge adulte"
"Lettres", "ART", "2015", "1", "« L’en ne doit pas son ami corrocier » - Confidences masculines et féminines dans le Lancelot en prose"
"Informatique", "ART", "2015", "1", "Esprit in silico : pourquoi l’idée de télécharger son cerveau n’a pas de sens"
"Informatique", "COMM", "2006", "3", "La ré-ingénierie des ontologies: Etat de l'art"
"Linguistique", "COMM", "2012", "1", "Les grammairiens indiens du sanskrit et la subjectivité parlante. Quelques jalons"
"Informatique", "COMM", "2014", "4", "Virtual conversational agents and social robots: converging challenges"
"Informatique", "COMM", "2008", "1", "Bases de données : l'individu suivi à la trace"
"Informatique", "COMM", "2015", "3", "Besoins d'assistance technologique par des personnes âgées et leurs aidants"
"Informatique", "COMM", "2011", "7", "The sound of one hand clapping in the chimpanzees brain (Pan troglodytes): Neurocorrelates of asymmetries for auditory gestures in the motor hand and homologous language areas"
"Linguistique", "COMM", "2009", "7", "Evaluation de la voix et de la qualité de vie après cordectomie de type I (et II) au laser CO2 par voie endoscopique"
"Linguistique", "COMM", "2010", "1", "Prise en charge des troubles de la déglutition après laryngectomie partielle"
"Lettres", "ART", "2004", "1", "Louise Labé et les arts poétiques"
"Informatique", "COMM", "2011", "5", "Tools to study development, aging and genetics of intersubject variability in cortical morphology"
"Informatique", "COMM", "2011", "5", "Quand un tweet détecte une catastrophe naturelle..."
"Lettres", "COMM", "2005", "1", "Du jugement de soi au tribunal de l'Histoire : l'analyse immédiate de la défaite dans les écrits de Francesco Guicciardini après le sac de Rome (1527-1530)"
"Informatique", "COMM", "2016", "1", "Scholarly Book Recommendation : a task combining Sentiment Analysis, Information Extraction and IR"
"Lettres", "ART", "2010", "1", "Le montage textuel de Philandre (1544) et ses rapports avec les Comptes amoureux (c. 1542)"
"Linguistique", "ART", "2009", "2", "Morphologie gabaritique et apophonie dans un langage secret féminin (taqjmit) en berbère tachelhit"
"Linguistique", "COUV", "2007", "1", "Le segment averbal comme unité syntaxique textuelle"
"Lettres", "ART", "2017", "1", "Colloque « Bible et Amériques du xixe siècle à aujourd’hui : métamorphoses, diffractions et métissages de la Bible dans les Amériques »"
"Lettres", "ART", "2014", "1", "Déconstruction du romanesque et vertige de la morale dans les Amours du chevalier de Faublas de Louvet de Couvray"
"Lettres", "COUV", "2011", "1", "Pour une recherche francophone sur J.R.R. Tolkien"
"Linguistique", "COMM", "2017", "3", "Étude de l’évolution sémantique des prépositions à, en, dans, dedans du français. Quel(s) apport(s) d’une périodisation automatique ?"
"Informatique", "COMM", "2012", "1", "Learning probabilistic latent process models from temporal data"
"Lettres", "COUV", "2010", "1", "L'autorité silencieuse du geste et son retournement burlesque"
"Lettres", "COMM", "2001", "1", "Traduction d’une strophe baroque contemporaine, ou la quête des compensations"
"Informatique", "COMM", "2017", "4", "Préliminaire à la construction d’un réseau de signalisation en biologie systémique"
"Lettres", "ART", "2009", "1", "La poésie spatialisée depuis Mallarmé : les limites du vers"
"Linguistique", "COMM", "2011", "4", "Variétés, variations de l'arabe"
"Informatique", "COMM", "2017", "2", "Une approche par compétences pour la formation toute au long de la vie"
"Linguistique", "ART", "2004", "2", "AUCUN(E)(S)/D'AUCUN(E)(S)/LES AUCUN(E)(S) : EVOLUTION DU FRANÇAIS MEDIEVAL AU FRANÇAIS MODERNE"
"Lettres", "ART", "2010", "1", "Proust, visages étrangers. Des cercles de l'Enfer aux eaux du Bosphore"
"Linguistique", "ART", "2006", "1", "...UN DE CES [SYNTAGMES] QUI..."
"Lettres", "COUV", "2012", "1", "Marguerite de Saint-Marceaux. Une Verdurin beaucoup plus Verdurin que le personnage ?"
"Lettres", "COMM", "2007", "1", "Brocéliande de Charles de Goffic."
"Linguistique", "COMM", "2013", "2", "La base de données NHUMA: avancées, problèmes et perspectives"
"Lettres", "COMM", "2006", "1", "Hasard et providence dans le commentaire de Denis le Chartreux à la Consolation de la Philosophie de Boèce"
"Lettres", "COMM", "2001", "1", "Littérature, musique et architecture : l'espace dans Les Somnambules de Hermann Broch"
"Informatique", "COMM", "1997", "6", "Validation d'un système critique par rétro-conception formelle"
"Lettres", "COMM", "2013", "1", "L'Homère de Salomon Certon : une traduction 'protestante"
"Linguistique", "COMM", "2007", "1", "Critique de la parole : Les fallacies dans le procès argumentatif"
"Lettres", "ART", "2015", "1", "L’emploi des termes d’adresse dans l’œuvre de Jean Bodel"
"Lettres", "ART", "2014", "1", "Les chants royaux dialogués : typologie d'un hypergenre"
"Lettres", "COUV", "2015", "1", "Le compagnonnage chevaleresque dans Artus de Bretagne"
"Linguistique", "COMM", "2010", "1", "Acquisition du langage chez des enfants âgés de 7 à 38 mois en milieux monolingue et de langues en contact: Un projet de recherche longitudinal au Mali"
"Lettres", "COUV", "2009", "1", "« Le Mystère médiéval de saint Christophe, passeur de gué, dans la Fête-Dieu de Valence (Espagne) »"
"Linguistique", "ART", "2013", "3", "LE FUTUR EN CONSTRUCTION PREMIERS USAGES DE WILL ET BE GOING TO CHEZ L'ENFANT ANGLOPHONE"
"Linguistique", "ART", "2007", "2", "Le projet lexALP : quand terminologues, juristes et politiques travaillent en quatre langues sur l’aménagement du territoire alpin"
"Linguistique", "COMM", "2006", "1", "Toponyme arabe : objet géographique et fonctionnement morphosyntaxique"
