"Domaine","Support","Année","Nauteurs","Titre"
"Lettres", "COUV", "2013", "1", "notice C.S.Lewis"
"Lettres", "COUV", "2015", "1", "‘Do you hear how he misplaces?’ (III, 1, 87): impropriétés de langage dans Measure for Measure"
"Lettres", "COUV", "2014", "1", "Le roman de cape et d'épée"
"Informatique", "ART", "2015", "2", "Un éclairage mathématique sur la dynamique des lasers"
"Informatique", "COMM", "2007", "3", "Coûts de stockage dans un Flowshop d'assemblage"
"Linguistique", "COUV", "2014", "1", "Subsidiarité et fédéralisme (traduction de Dieter Grimm, Subsidiarität und Föderalismus)"
"Linguistique", "COMM", "2013", "5", "Analyses vidéofibroscopiques et acoustiques des ornements du Chant Long Mongol; comparaison avec la laryngectomie partielle"
"Linguistique", "COMM", "2014", "1", "Traduire l'ironie pour le doublage : le contrat de spectature au risque de l’implicite"
"Informatique", "COMM", "2015", "4", "Coopération dans les réseaux d'accès 5G multi-Opérateurs"
"Linguistique", "COUV", "2008", "1", "La double combinatoire des séquences figées"
"Linguistique", "ART", "2010", "1", "Une didactique plurilingue ET contextualisée du français en Afrique du Sud : questions et implications"
"Informatique", "COMM", "2009", "1", "Adaptation des communications MPI intra-nœud aux architectures multicœurs modernes"
"Linguistique", "COMM", "2003", "1", "La gestion et l'animation d'un centre de ressources."
"Informatique", "COMM", "2016", "3", "Towards performance optimisation in kayak using CFD"
"Lettres", "COMM", "2007", "1", "Entre nostalgie du chant et jeu de plumes : le lyrisme et l'oiseau au XIVe siècle"
"Lettres", "COMM", "2003", "1", "Le succès littéraire de Widukind en France : Guiteclin dans la Chanson des Saisnes de Jean Bodel."
"Lettres", "COUV", "2014", "1", "Cinq caractéristiques du montage"
"Linguistique", "COMM", "2009", "1", "Le conditionnel en psychomécanique du langage : approche critique de la théorie guillaumienne"
"Lettres", "COUV", "2014", "1", "Le Monde ex"
"Informatique", "COMM", "2001", "3", "Conception du superviseur optimal vivant à l'aide de la théorie des régions"
"Linguistique", "ART", "2009", "1", "Accepter qu'un texte puisse se porter tout seul"
"Lettres", "COMM", "2009", "1", "Cocus et philosophes (aux Écoles de Molière)"
"Linguistique", "ART", "2005", "1", "Le verbe dans tous ses états : de la langue au texte"
"Lettres", "COMM", "2009", "1", "Non può dirti la parola... pour que ce soit davantage un prélude qu'un avant-propos"
"Informatique", "COMM", "2016", "4", "Détection de vélos inutilisables grâce aux données ouvertes du système de vélos en libre service Citibike"
"Linguistique", "COMM", "2007", "2", "Langue scolaire et réalité linguistique des élèves : le cas des écoliers martiniquais"
"Linguistique", "COMM", "2017", "2", "Quelques considérations d'ordre diachronique sur les recettes de cuisine"
"Informatique", "ART", "2006", "2", "XML : Gestion de contenus Web."
"Lettres", "COUV", "2010", "1", "Pour le roi ou pour les rats ? Notes en marge de Gaspard de la Nuit"
"Lettres", "COUV", "2015", "3", "(Re)voir les masculinités"
"Linguistique", "COMM", "2013", "1", "Je, me, moi : allomorphes du pronom de première personne ?"
"Lettres", "COMM", "2012", "1", "L'homme, objet de curiosité : le sauvage en chambre"
"Linguistique", "COUV", "2010", "1", "Négation et Interrogation en Sarde"
"Informatique", "COMM", "2007", "3", "Accès personnalisé à des sources de données multiples: évaluation de deux approches de reformulation de requêtes"
"Lettres", "COMM", "2017", "1", "S’emparer de la robotique humanoïde, ou comment une approche genre permet de penser le robot"
"Informatique", "COMM", "2009", "4", "INSTRUMENTATION DE L'UTILISATION D'UN OUTIL METHODOLOGIQUE : APPLICATION AUX «9 ECRANS» DE LA METHODE TRIZ."
"Linguistique", "ART", "2002", "1", "Deux verbes singuliers de l'arabe classique : istarja'a et ista'âdha"
"Lettres", "COMM", "2014", "1", "Du lierre autour d’un pan de mur : Walter Benjamin, les proverbes et le racontage"
"Informatique", "COMM", "2014", "5", "Compensation du couplage AM/PM à la photodétection"
"Lettres", "COMM", "2008", "1", "Le Cid selon Azorin : la survivance du mythe sous les détails latents du quotidien"
"Lettres", "COMM", "2008", "1", "DE L'ART DE  S'OCCIDENTER PAR LE SUD  : ÉCRIVAINS AMERICAINS EN ITALIE"
"Lettres", "COUV", "2014", "1", "Comment produire le sentiment de l'existence ?"
"Informatique", "COMM", "2003", "4", "Une plate-forme multi-agent pour la segmentation d'images. Etude des stratégies de coopération contour-région."
"Linguistique", "ART", "2012", "1", "Avons-nous les moyens de nous payer l’unilinguisme dans le domaine de la recherche ? L’exemple de la sociolinguistique"
"Informatique", "COMM", "2008", "4", "Des séquences aux tendances"
"Informatique", "ART", "2010", "4", "Traçabilité et vérification d'exigences de sécurité"
"Lettres", "COUV", "2010", "1", "Symbolisant et symbolisé en linguistique"
"Lettres", "COUV", "2014", "1", "Diderot et la question du droit naturel"
"Informatique", "ART", "2005", "1", "De la conception d hypermédia à la conception d application Web."
"Lettres", "ART", "1983", "1", "Les manuscrits syro-palestiniens : propositions pour des comparaisons"
"Lettres", "COMM", "2010", "1", "Dialogisme, effet-personnage et statut de la fiction poétique dans L'Instructif et Le Jardin de Plaisance"
"Lettres", "ART", "2011", "1", "Les discours de Zéphir, figure merlinienne, dans Perceforest"
"Informatique", "COMM", "2011", "3", "Effets de deux modalités dusage du tableau blanc interactif sur la dynamique dapprentissage et la progression des apprenants"
"Linguistique", "ART", "2013", "1", "Les greffes phraséologiques - ou quand la syntaxe se compromet"
"Linguistique", "COMM", "2012", "1", "L'analyse linguistique du discours médical : la relation patients-soignants"
"Lettres", "ART", "2009", "1", "Cadou sur le réseau dangereux de la beauté ou Le Diable et son train"
"Informatique", "COMM", "2012", "2", "Formalisation de HOCore en Coq"
"Lettres", "ART", "2015", "1", "Chair humaine contre huile et viande. Extrait du chapitre 18 du Pianjing (Classique de la rouerie, xviie siècle)"
"Informatique", "COMM", "2009", "3", "Raffinement de modèles comportementaux UML, vériﬁcation des relations d'implantation et d'extension sur les machines d'états"
"Informatique", "ART", "2013", "2", "Restitution virtuelle. Une frontière entre (non) visible et sensible"
"Lettres", "ART", "2017", "1", "Transition et littérature dans l'Espagne contemporaine"
"Informatique", "COMM", "2014", "4", "Détection de flux de contrôle illégaux dans les Smartphones"
"Informatique", "COUV", "2006", "1", "Algorithmes des graphes et des réseaux"
"Informatique", "COMM", "2003", "3", "Description d'un système de compréhension automatique de la parole"
"Lettres", "COMM", "2016", "1", "Machado de Assis, ‘diplomate-écrivain’ ?"
"Lettres", "COUV", "2013", "1", "Axel Gauvin : l’engagement d’une vie et d’une œuvre"
"Lettres", "COMM", "2017", "1", "De la voix du poème au corps du lecteur : les vidéos en ligne aident-elles à vivre et à comprendre l’oralité poétique ?"
"Lettres", "COMM", "2002", "1", "Le scout vu par Norman Rockwell"
"Linguistique", "COUV", "1979", "1", "Structure actancielle du drehu"
"Linguistique", "ART", "2003", "1", "Les constructions infinitives dans les grammaires d'arbres polychromes hiérarchisées"
"Lettres", "ART", "2006", "1", "Xuebo tingzhang zai Bejing 薛伯庭長在北京"
"Lettres", "COUV", "2010", "1", "LEOPARDI : PÈRES ET PATRIARCHES"
"Lettres", "ART", "1999", "1", "B.Russell, la similitude des apparences"
"Informatique", "COMM", "2009", "2", "Décrire / Modéliser les dynamiques de cheminement : du rôle des ambiances à l'hypothèse d'un modèle physique"
"Linguistique", "ART", "2012", "1", "Le langage représente-t-il ou transfigure-t-il le perçu ?"
"Lettres", "ART", "2017", "1", "Parlers populaires et paysans dans la fiction en prose (XVIe-XVIIe siècles)"
"Linguistique", "COUV", "2011", "1", "Ajouter, enchaîner : les relatives hyperbatiques chez Jean Rouaud"
"Linguistique", "COMM", "2010", "1", "Phonétique/phonologie de terrain: défis sociolinguistique, techniques et éthiques"
"Linguistique", "ART", "2006", "1", "Compléments nuls vs. pronoms objets manifestes en anglais en tant qu'anaphoriques : syntaxe, sémantique ou pragmatique ?"
"Linguistique", "ART", "2012", "1", "Prédire dès l'âge de 5 ans le niveau de lecture de fin de cycle 2. Suivi de 85 enfants de langue maternelle française de 4 à 8 ans."
"Lettres", "ART", "2011", "1", "Représentations de la parole entre prophétie et opinion dans L’Avision Cristine : le souffleur et l’écho"
"Informatique", "COUV", "2008", "1", "L'information pertinente en Intelligence Economique"
"Informatique", "COMM", "2013", "3", "Évaluation d'une formation adaptative avec OSE, un environnement virtuel informé pour la navigation fluviale,8èmes journées de l'AFRV"
"Lettres", "ART", "2006", "1", "La fiction comme 'chimère' chez Montaigne et Sanchez"
"Linguistique", "ART", "2016", "5", "Sur la scène de crime… : enquête sur les enjeux linguistiques et stylistiques de motifs récurrents dans le thriller contemporain"
"Informatique", "COMM", "2007", "4", "Trajectographie des véhicules en vision monoculaire"
"Linguistique", "COMM", "2004", "1", "L'identification sociolinguistique des langues et des variétés linguistiques : pour une analyse complexe du processus de catégorisation fonctionnelle"
"Linguistique", "COMM", "2010", "2", "Analyse spatio-temporelle des composés nominaux prédicatifs en protoroman"
"Informatique", "COMM", "2017", "6", "Détection de la fumée et du feu par réseau de neurones convolutifs"
"Informatique", "ART", "2009", "2", "Transformée en échelle de signaux stationnaires"
"Linguistique", "COMM", "2006", "2", "Nasalité consonantique et coarticulation: étude perceptive"
"Lettres", "COUV", "2013", "1", "Marine, rives et rivières anglaises: topographie et peinture de paysage"
"Informatique", "COMM", "2016", "2", "Recherche d'une classification d'états émotionnels à des fins de nouvelles interactions Humain Environnement"
"Lettres", "ART", "2014", "1", "Matéi Visniec, ou l’Expérience Vampirique"
"Informatique", "COMM", "2009", "7", "Amélioration de l'imagerie du ventricule droit en IRM cardiaque en « sang noir » par une méthode adaptative"
"Linguistique", "COUV", "2007", "5", "Les adjectifs en inXable du français"
"Lettres", "COMM", "2005", "1", "Collé et les genres musicaux"
"Informatique", "COMM", "2015", "1", "Evolution du modèle de calcul des expériences LHC"
"Linguistique", "COUV", "2008", "1", "Introduction générale. Le français, les langues et les cultures dans les contextes d'immigration."
"Informatique", "COMM", "2007", "2", "Améliorer un lexique syntaxique à l'aide des tables du Lexique-Grammaire : Adverbes en -ment"
"Lettres", "COMM", "2007", "1", "Sur la réception de Dino Buzzati en France. Dernière analyse"
"Lettres", "ART", "1991", "1", "« Le Théâtre du Monde, dispositif de l'incertitude baroque », L'Information littéraire, octobre 1991."
"Informatique", "COMM", "2016", "2", "Une métaheuristique pour les problèmes de packing orthogonal en deux dimensions"
"Lettres", "COMM", "2016", "1", "L’éclatement du dialogue romanesque par le Net. L’exemple de deux œuvres d’Éric Reinhardt"
"Informatique", "COMM", "2012", "1", "A l'écoute de la mer : recensement des mammifères marins à l'aide de l'oreille électronique"
"Linguistique", "ART", "2006", "1", "Des notions opératoires en didactique des langues et des cultures... modèles ? représentations ? culture éducative ? : clarification terminologique"
"Informatique", "COMM", "2009", "4", "Warping fréquentiel pour l'estimation du temps d'arrivée des modes en acoustiques sous-marines"
"Informatique", "ART", "2016", "2", "Coopération de systèmes d’apprentissage par renforcement multiples."
"Lettres", "ART", "2009", "1", "Style et intensité dans la prose de Mac Orlan"
"Lettres", "ART", "2015", "1", "Banville au pays des merveilles, idéal et illusion"
"Linguistique", "ART", "2014", "1", "Traduction automatique et modes d'intégration dans les sciences du langage. Le cas des premiers travaux britanniques et russes"
"Informatique", "ART", "2006", "2", "Un dictionnaire INTEX de noms de professions : quels féminins possibles ?"
"Informatique", "COMM", "2007", "3", "Maillages multirésolution à volume constant"
"Linguistique", "COMM", "2012", "2", "Mot à mot, brin par brin : les suites [Nom préposition Nom] comme motifs"
"Linguistique", "COMM", "2008", "2", "Le Groupe µ, 40 ans de recherche collective"
"Informatique", "COMM", "2005", "6", "INDIGO: une architecture pour la conception d'applications graphiques interactives distribuées"
"Lettres", "ART", "2013", "1", "Jean-Richard Bloch et les arts plastiques, Cahiers JR Bloch n°18, 2012, recension critique"
"Linguistique", "ART", "2013", "1", "La représentation de l'étranger dans le théâtre catalan actuel. Enjeux identitaires et dramaturgiques"
"Linguistique", "COMM", "2013", "1", "Pérégrinations entre sciences du langage et didactique des langues, Le regard d’une jeune chercheure sur la linguistique appliquée à l’enseignement des langues"
"Informatique", "COMM", "2009", "1", "Eco-matériaux : les enjeux et les problématiques pour la mécanique"
"Lettres", "COMM", "2015", "1", "Le personnage des Mémoires, de l'auto-récit à l'Histoire"
"Lettres", "ART", "2009", "1", "All fire and fat : prostituées et bourgeoises de la comédie urbaine, incarnations subversives du corps grotesque"
"Informatique", "COMM", "2007", "3", "Contraintes d'optimisation pour les problèmes d'arbres couvrants sous restrictions"
"Lettres", "ART", "2017", "1", "Soigner l’enfant pendant les premières années de sa vie : ordre naturel et curation chez Antoine Petit (1722-1794)"
"Linguistique", "ART", "2006", "1", "le morphème -kar en hindi/ourdou: coordonnant ou subordonnant"
"Linguistique", "ART", "2017", "3", "DE LA TRACE LANGAGIÈRE À L'INDICE LINGUISTIQUE : ENJEUX ET PRÉCAUTIONS D'UNE LINGUISTIQUE FORENSIQUE"
"Lettres", "ART", "2016", "1", "Quelle prise en compte par l’école réunionnaise de la diversité des profils linguistiques de ses élèves ?"
"Linguistique", "ART", "2016", "1", "Evolution des pratiques, évolutions des représentations? Petit retour sur le débat autour de la valorisation de la darija au Maroc"
"Informatique", "COUV", "2005", "2", "Chapitre Multicast de l'ouvrage IPv6, théorie et pratique"
"Informatique", "COMM", "2004", "3", "Quelques approches pour la minimisation du coût des lignes de transfert"
"Linguistique", "COMM", "2009", "1", "Communications à l’Atelier de révision du guide du formateur français/arabe"
"Informatique", "COMM", "1999", "2", "Une politique à changement de priorité pour l'ordonnancement de messages dans des environnements bruités"
"Linguistique", "ART", "2015", "1", "Circulation des concepts de l'analyse du travail dans la formation des enseignants"
"Informatique", "COMM", "2013", "3", "Des millions d'images pour la stéganalyse : inutile !"
"Lettres", "COUV", "2007", "1", "« Charles Magnin ou l’invention des marges du théâtre »"
"Informatique", "COMM", "2008", "4", "Ordonnancement et Assignation en Synthèse de Haut Niveau"
"Lettres", "ART", "2007", "1", "Un philosophe en exil : José Ortega y Gasset"
"Informatique", "COMM", "2014", "5", "Alignement d'ontologies : exploitation des ontologies liées sur le web de données"
"Linguistique", "COUV", "2011", "1", "Conduite d'un projet de recherche à l'échelle internationale : remarques méthodologiques"
"Lettres", "COUV", "2007", "1", "Tous les chemins mènent à Dieu : l'Eglise et les femmes dans la deuxième moitié du XIXe siècle"
"Lettres", "ART", "2015", "1", "Henri de Régnier et la vogue de l’autographe : Choses et autres (1925)"
"Linguistique", "COMM", "2014", "1", "Les verbes de bruit associés aux animaux en russe: morphosyntaxe et sémantique"
"Lettres", "ART", "2009", "1", "L'horreur en détail."
"Lettres", "COUV", "2010", "2", "Rapport introductif à l'ouvrage L'imaginaire de la parenté dans les romans arthuriens (XIIe-XIVe siècles)."
"Lettres", "COMM", "2006", "1", "La Guerre du feu, un classique inattendu"
"Linguistique", "COUV", "2009", "1", "Traduction des références culturelles slovaques dans les débats au sein du Parlement européen"
"Informatique", "ART", "2013", "2", "Virtualisation distribuée de réseaux dynamiques et mobiles avec NEmu"
"Lettres", "ART", "1999", "1", "Le nom dans l'épopée. Aspects du Heike monogatari"
"Linguistique", "ART", "2009", "2", "Gérer le temps et la participation pendant l'exposé : contributions de l'analyse séquentielle et multimodale à la formation et au conseil de managers"
"Informatique", "COMM", "2014", "4", "Extraction de motifs dans des graphes orientés attribués en présence d’automorphisme"
"Informatique", "COMM", "2016", "4", "Mesures géométriques pour les groupes d’homologie : vers une adaptation aux complexes simpliciaux"
"Linguistique", "COUV", "2008", "1", "Suivre un cas clinique pour penser la complexité de la pratique de la clinique de l'enfant"
"Lettres", "COUV", "2017", "1", "Les exilés politiques italiens, vecteurs et médiateurs de la langue et de la littérature italienne en France au XIXe siècle"
"Lettres", "COUV", "2011", "1", "Oulipo-litiques"
"Linguistique", "COUV", "2014", "1", "Parler la langue du peuple pendant la Révolution"
"Lettres", "COUV", "2013", "1", "Les sauvages ne sont pas des monstres"
"Lettres", "COMM", "2009", "1", "Mandiargues, le témoin d'ailleurs"
"Lettres", "ART", "2013", "1", "Théâtre et destin national au Congo-Kinshasa"
"Linguistique", "COUV", "1995", "1", "Les contes le loup et l'escargot et moitié de coq en patois d'Annonay (Ardèche)"
"Linguistique", "COMM", "2015", "2", "Analyse morphosyntaxique de l'occitan languedocien : l'amitié entre un petit languedocien et un gros catalan"
"Linguistique", "COUV", "2008", "1", "Ruptures paradigmatiques et idiomaticité"
"Informatique", "COMM", "2003", "2", "Une approche hybride pour calculer l'enveloppe visuelle d'objets complexes"
"Informatique", "COMM", "2011", "4", "Détection de primitives linéaires et circulaires par une approche a contrario"
"Informatique", "COMM", "2007", "3", "Recherche d'information dans les bases d'images de manuscrits anciens par une caractérisation multi-échelle des écritures"
"Informatique", "COMM", "2003", "3", "Algorithme de réduction de speckle basé sur le Maximum de Vraisemblance et modélisation des niveaux de gris par un maillage triangulaire continu"
"Informatique", "COMM", "2011", "4", "Représentation graphique des hiérarchies contextuelles : modèles avec satellites"
"Informatique", "COMM", "2001", "1", "Enjeux des techniques de biométrie : une première approche"
"Informatique", "ART", "2018", "2", "Produire des données pour la recherche en jouant aux zombies"
"Informatique", "COMM", "1998", "2", "Reconnaissance de l'écriture manuscrite hors ligne par une approche markovienne planaire à base de champs aléatoires"
"Linguistique", "ART", "2010", "1", "La rime dans l'enseignement de Ferdinand de Saussure"
"Linguistique", "COMM", "2015", "1", "L'asymétrie de la réduction vocalique créé par s+C en coratin : encore une histoire de tête"
"Informatique", "COMM", "2011", "4", "Etude Comparative des Techniques de Traitement du Signal Non-Stationnaires Dédiées au Diagnostic des Génératrices Asynchrones dans les Eoliennes Offshores et les Hydroliennes"
"Informatique", "COMM", "2009", "12", "Une Expérience de Fusion pour l'Annotation d'Entités Nommées"
"Linguistique", "ART", "2009", "1", "Ce que j'ai appris depuis 1979"
"Lettres", "COUV", "2011", "1", "Breviloquium de quattuor virtutibus, XIIIe s. (n° 185) - Guillaume Peyraut (?), De eruditione principum, XIIIe s. (n° 293) - Hugues Ripelin de Strasbourg, Compendium theologicae veritatis, XIIIe s. (n° 316) - Placita philosophorum moralium antiquorum, XIe s. (n° 445) - (Pseudo)-Thomas d'Aquin, Liber de essentiis, XIIIe s. (n° 474) - (Pseudo)-Thomas d'Aquin, Traité d'Alchimie, XIVe s. (n° 475) - Regnier de Saint-Troud, Commentarius in Boethii Consolationem Philosophiae, XIVe s. (n° 484)"
"Informatique", "ART", "2016", "3", "Quelle protection pour les données personnelles des conducteurs ?"
"Informatique", "ART", "2016", "1", "Des énergies fossiles trop abondantes"
"Lettres", "COUV", "2007", "1", "Proust et Tournier face au “grand récit” judéo-chrétien"
"Lettres", "COMM", "2018", "1", "Tourisme littéraire et valorisation des territoires"
"Linguistique", "COMM", "2007", "1", "La motivation dans les noms des maladies en roumain : des exemples de tabou linguistique"
"Informatique", "COMM", "2003", "4", "Extension de l'architecture active AMAM pour le support des services de sécurité multicast"
"Informatique", "COMM", "2005", "3", "Une molécule pour un changement d&apos;échelle Microenvironnement cellulaire, PAI-1 et migration cancéreuse"
"Linguistique", "COMM", "1996", "2", "Résultats d'analyse acoustique de la voix et de la parole après hémipharyngo-laryngectomie sub-totale type « Pearson »"
"Linguistique", "COUV", "2005", "1", "Le Petit Larousse illustré de juillet 1905. La richesse exploitable d'un dictionnaire richement exemplifié"
"Informatique", "COMM", "2003", "2", "Vecteurs lumineux dynamiques"
"Linguistique", "ART", "2010", "1", "La voix médio-passive du grec moderne, aspects prédicatifs et énonciatifs"
"Informatique", "COMM", "1999", "2", "Une stratégie de construction de taxonomies dans les objets"
"Lettres", "ART", "2012", "1", "Critique de la critique entre Dada et Surréalisme. Du degré zéro de la critique à la réécriture de l'histoire littéraire"
"Informatique", "COMM", "2006", "1", "Construction et enrichissement d'une ontologie à partir d'un corpus de textes"
"Informatique", "COUV", "2010", "3", "RFID et l'internet des choses"
"Informatique", "COUV", "2015", "6", "Sulci as Landmarks"
"Informatique", "COMM", "2003", "5", "Apprentissage de comportements Utilisateurs de produits hypermédias"
"Informatique", "COMM", "2009", "4", "Visualisation de réseaux d'experts"
"Linguistique", "ART", "2008", "1", "A propos de la confixation en russe moderne"
"Lettres", "ART", "2012", "1", "Polyphonie et résistance dans Earth (2001) de Bruce Pascoe (Australie)"
"Lettres", "COMM", "2008", "1", "Roman et contre-Révolution chez Barbey d'Aurevilly"
"Lettres", "COUV", "1999", "1", "L'anglais médical à la Faculté. L'expérience dijonnaise : la continuité"
"Informatique", "COMM", "2009", "2", "Apprentissage par renforcement d'actes de communication dans un contexte multi-agent"
"Linguistique", "COMM", "2006", "1", "Valeurs pragmatiques et interactives du marqueur hein au sein de réunions de travail en entreprise"
"Linguistique", "ART", "2002", "1", "Présentation : les adjectifs  inclassables , des adjectifs du troisième type ?"
"Lettres", "ART", "2011", "1", "Trakl en France. Jalons d'une réception"
"Linguistique", "COMM", "2008", "1", "La restructuration argumentale dans la construction causative : le cas des compléments en à et par"
"Linguistique", "COUV", "2017", "2", "Johann Beckmann et l’émergence d’une conscience terminologique : Regard métalexicographique porté sur l’Entwurf"
"Informatique", "COMM", "2014", "3", "Cartographie urbaine 3D : détection et analyse des évolutions de l'environnement pour la mise à jour automatique"
"Informatique", "ART", "2015", "3", "MOR : Mesure orientée rappel pour les systèmes de recherche d’information"
"Informatique", "COMM", "2013", "4", "Propriétés de latence, fraîcheur et réactivité dans un programme synchrone multi-périodique"
"Linguistique", "ART", "2014", "1", "Notule sur le pronom de première personne du singulier io chez Dante Alighieri"
"Lettres", "ART", "2016", "1", "Voltaire est mort le 9 janvier 1754"
"Linguistique", "COMM", "2013", "2", "Répétition lexicale et cohérence discursive dans les textes argumentatifs : approche contrastive français/anglais"
"Lettres", "COUV", "2017", "2", "Les renaissances d’Alexandre le Grand au théâtre et à l’opéra"
"Lettres", "COUV", "2005", "1", "Charles W. Chesnutt et la couleur de la critique"
"Lettres", "COUV", "2013", "1", "De l'îlot moraliste à la dissémination secrète : formes et significations de l'économique dans les Lettres persanes"
"Informatique", "ART", "1997", "3", "Diagnostic des architectures parallèles : un état de l'art"
"Lettres", "ART", "2016", "1", "L’art épistolaire de l’âge classique comme champ d’application du savoir rhétorique"
"Linguistique", "ART", "2004", "3", "L'expression de la localisation spatiale et du mouvement dans les descriptions et les récits en L1 et en L2"
"Informatique", "COMM", "2006", "2", "Une heuristique pour un ordonnancement tolérant aux pannes dans un système hétérogène de serveurs distribués."
"Informatique", "COMM", "2007", "1", "Méthode in silico pour la reconstruction d'une architecture ancestrale de génome"
"Informatique", "COUV", "2013", "4", "CONVOI : un protocole de formation de clusters pour les réseaux de véhicules"
"Linguistique", "ART", "2008", "1", "Place des verbes dans le Français Fondamental, acquisition du lexique verbal en français langue seconde, et didactique du lexique"
"Lettres", "ART", "2008", "1", "Le sonnet à l'Oulipo, quand une forme fixe n'est plus une contrainte"
"Lettres", "COUV", "2008", "1", "Schreiben als Form des Gebetes. Ecrire, une forme de la prière. Sur une phrase de Kafka en 1920."
"Linguistique", "ART", "2000", "1", "L'immunité de schwa en début de mot"
"Lettres", "COUV", "2015", "1", "Fénelon, sur la raison"
"Informatique", "ART", "2009", "2", "ARTEFACTS MALLÉABLES ET PERMÉABLES (AMP) POUR MENER DES ACTIVITÉS PÉDAGOGIQUES"
"Linguistique", "ART", "1980", "1", "Qu'est-ce que la complexité syntaxique ? L'exemple de la relative"
"Lettres", "COMM", "2009", "1", "Le Coffee Boom et l’engagisme à Ceylan aux XIXe et XXe siècles"
"Informatique", "COMM", "2005", "3", "Interaction de FEC avec des Mécanismes de Gestion Active des Files d'Attente"
"Lettres", "COMM", "2006", "1", "Logique ou sagesse"
"Informatique", "COMM", "2015", "4", "Opérateurs de voisinage local pour un problème de camions complets dans une entreprise de travaux publics"
"Informatique", "COMM", "2010", "3", "Faciliter l'identification bayesienne à partir de mesures de champ par la méthode des surfaces de réponse et l'expansion de Karhunen Loeve"
"Linguistique", "COMM", "2009", "2", "Déflexivité : quelles incidences sur les contraintes d'insertion entre le clitique et le verbe dans les usages du français parlé contemporain ?"
"Linguistique", "COUV", "2009", "2", "L'enseignement en FLE de la phraséologie du lexique des affects"
"Linguistique", "COMM", "2006", "1", "Directions actuelles de l’enseignement de la grammaire"
"Informatique", "COMM", "2004", "1", "Typage fort et typage souple des collections topologiques et des transformations"
"Informatique", "COMM", "2012", "3", "Travailler en équipe : le choix social appliqué au problème de la patrouille multi-agents"
"Linguistique", "ART", "2014", "1", "L’approche co-occurrentielle, un bond qualitatif ? L’environnement lexical du lemme « député » dans les Professions de foi des candidates à la députation (1958 – 2002)"
"Linguistique", "ART", "2004", "1", "Formation(s) discursive(s) et discours politique : l'exemplarité des discours communistes versus bourgeois durant l'entre-deux-guerres"
"Informatique", "COMM", "2011", "3", "Classification bayésienne supervisée d'images RSO de zones urbaines à très haute résolution"
"Lettres", "COUV", "2015", "1", "Postface : Histoire immédiate et paradigme «Historique». Notes sur l’actualité du roman"
"Linguistique", "COUV", "2000", "1", "Linguistique informatique"
"Informatique", "ART", "2008", "1", "Représentation géométrique et calcul dynamique du sens lexical : application à la polysémie de livre"
"Informatique", "COMM", "2010", "2", "Note sur la simulation d'une file M/G/1 selon la distribution du temps de service"
"Informatique", "COMM", "2004", "3", "Optimisation des machines d'usinage et des lignes de transfert"
"Linguistique", "ART", "1998", "1", "Etudes comparatives des éditoriaux"
"Informatique", "ART", "2006", "2", "Outils pour la recherche d'extraits pertinents dans les séquences vidéo. Application aux retransmissions télévisées de matchs de football"
"Lettres", "ART", "2006", "1", "Réflexions sur le procès de la reine : du procès d’une femme au procès de la révolution"
"Lettres", "ART", "2006", "1", "Pierre Bergounioux : le lecteur blessé"
"Lettres", "COUV", "2014", "1", "Louis Le Roy traducteur de Platon : pour un français philosophique au XVIe siècle"
"Informatique", "COMM", "2004", "1", "Automates infinis et la méthode du noyau"
"Linguistique", "COMM", "2006", "2", "Fonctionnement discursif des marqueurs de prise en charge : les modalisateurs formés sur vrai et vérité à l'époque classique"
"Informatique", "COMM", "2006", "1", "Points de Référence en décision multicritère"
"Informatique", "ART", "2008", "6", "Détection d'opinion. Comment déterminer les adjectifs d'opinion d'un domaine donné"
"Informatique", "COMM", "2015", "2", "Personnalisation par un système multi-agent de la navigation au sein d'un corpus documentaire"
"Linguistique", "COMM", "2015", "1", "Questions soulevées par la mise en place d’évaluations formatives dans une classe ordinaire"
"Linguistique", "COMM", "2012", "1", "Le cinéma de René Char : une poésie partagée ?"
"Lettres", "COUV", "2016", "1", "La bouche de la vérité. Notes sur une peinture funéraire à Miary (Toliara)"
"Linguistique", "COMM", "1999", "1", "Ordre syntaxique et ordre référentiel : emploi de la locution prépositive 'quant à"
"Linguistique", "COMM", "2005", "1", "Sur la discontinuité syntaxique en français. Problème d'analyse et de terminologie"
"Informatique", "ART", "1999", "2", "Analyse historique de sources manuscrites : application de TEI à un corpus de lettres de rémission du XVIe siècle"
"Linguistique", "COMM", "2012", "1", "Formalisation des conditions d'emploi des connecteurs en réalité et (et) en effet"
"Lettres", "COMM", "2014", "1", "La Guerre des Poètes et des Professeurs"
"Informatique", "ART", "2007", "3", "Une méthode autonome de ciblage de l'optimisation d'un système de détection d'objets par analyse de la responsabilité"
"Lettres", "ART", "2017", "1", "Topique et poétique du sublime. La leçon du laconisme quignardien"
"Informatique", "ART", "2009", "3", "Modélisation de la sûreté de fonctionnement basée sur le langage AADL et les RdPSG"
"Lettres", "ART", "2000", "1", "Le vase de Pandore"
"Linguistique", "COUV", "2010", "2", "Nouvelles propositions pour la recherche et l'évaluation du langage chez les enfants dysphasiques"
"Linguistique", "ART", "2015", "1", "Stratégies lexicales et argumentatives dans le discours anti-genre : le lexique de VigiGender"
"Informatique", "COMM", "2011", "3", "Evolution d'une ontologie hybride-Application au domaine de la géotechnique"
